"TARGET_FLAG","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY"
1,4477.42166510892,"0",33,"1",12,119869,"Yes",0,"No","F","<High School","Blue Collar",48,"Commercial",23410,1,"Pickup","no",26363,"1","Yes",5,1,"Highly Urban/ Urban"
0,0,"0",48,"0",9,47614,"No",0,"No","F","High School","Home Maker",36,"Private",24610,6,"Pickup","no",0,"0","No",0,9,"Highly Rural/ Rural"
0,0,"0",53,"0",8,86541,"No",281982,"Yes","M","Masters","Manager",17,"Commercial",6800,1,"Pickup","yes",0,"0","Yes",1,9,"Highly Urban/ Urban"
0,0,"0",67,"0",5,52955,"No",208565,"No","F","PhD","Doctor",28,"Private",16990,6,"SUV","no",7675,"2","No",2,19,"Highly Urban/ Urban"
0,0,"0",50,"0",14,7751,"No",140665,"Yes","F","Masters","Home Maker",22,"Private",8930,1,"Minivan","no",0,"0","No",2,17,"Highly Rural/ Rural"
0,0,"0",56,"0",7,1336,"No",108929,"No","M","Masters","Manager",28,"Private",17350,1,"Van","yes",0,"0","No",0,12,"Highly Urban/ Urban"
0,0,"0",41,"0",11,88508,"No",231286,"Yes","M","Bachelors","Professional",85,"Private",21050,1,"Van","no",0,"0","No",0,9,"Highly Rural/ Rural"
0,0,"1",43,"1",13,78288,"No",316436,"Yes","M","High School","Professional",31,"Private",15380,5,"Minivan","yes",0,"0","No",1,8,"Highly Urban/ Urban"
0,0,"0",39,"0",0,0,"No",101305,"Yes","F","High School","Home Maker",27,"Private",6320,1,"SUV","no",0,"0","No",4,6,"Highly Urban/ Urban"
0,0,"1",40,"2",14,51778,"No",123204,"Yes","M","<High School","Blue Collar",33,"Commercial",7530,4,"Pickup","yes",0,"0","Yes",2,1,"Highly Rural/ Rural"
0,0,"0",36,"2",12,115701,"Yes",0,"No","M","Bachelors","Manager",37,"Private",17070,1,"Minivan","yes",6297,"2","No",0,1,"Highly Urban/ Urban"
0,0,"0",47,"0",15,44366,"No",181082,"Yes","M","High School","Blue Collar",26,"Commercial",13840,4,"Minivan","no",0,"0","No",0,7,"Highly Urban/ Urban"
0,0,"0",49,"0",14,21494,"No",145029,"Yes","F","<High School","Blue Collar",50,"Commercial",16860,1,"SUV","no",0,"0","No",0,4,"Highly Rural/ Rural"
0,0,"0",49,"0",12,122433,"No",0,"No","F","<High School","Blue Collar",19,"Private",19300,5,"SUV","no",10846,"2","No",5,9,"Highly Urban/ Urban"
1,2440.4099561717,"0",48,"0",0,0,"No",0,"Yes","M","High School","Student",48,"Commercial",1500,4,"Minivan","yes",25494,"3","Yes",6,8,"Highly Urban/ Urban"
0,0,"0",41,"0",10,69292,"No",224779,"Yes","M","Bachelors","Manager",31,"Private",18690,13,"Minivan","yes",0,"0","No",0,5,"Highly Urban/ Urban"
0,0,"0",41,"0",10,34473,"No",170845,"Yes","F","High School","Professional",6,"Private",14250,10,"SUV","no",0,"0","No",1,9,"Highly Urban/ Urban"
0,0,"0",37,"2",4,40091,"No",154672,"Yes","F","High School","Professional",9,"Private",5510,3,"Sports Car","no",0,"0","Yes",2,1,"Highly Urban/ Urban"
0,0,"1",37,"2",14,75605,"No",215859,"Yes","F","Bachelors","Blue Collar",61,"Commercial",14430,9,"SUV","no",0,"0","No",1,13,"Highly Urban/ Urban"
0,0,"0",43,"0",13,78854,"No",274939,"No","M","High School","Blue Collar",29,"Commercial",38900,1,"Panel Truck","no",0,"0","No",2,6,"Highly Urban/ Urban"
0,0,"0",42,"0",10,6600,"No",0,"No","F","Bachelors","Home Maker",32,"Private",4050,7,"SUV","no",0,"0","No",0,10,"Highly Urban/ Urban"
0,0,"0",52,"0",7,71208,"No",285153,"Yes","M","Bachelors","Manager",15,"Commercial",20870,9,"Van","yes",0,"0","No",1,14,"Highly Urban/ Urban"
0,0,"0",43,"1",11,82918,"Yes",0,"No","M","Bachelors","Manager",15,"Private",21950,6,"Van","no",5074,"3","No",4,12,"Highly Urban/ Urban"
0,0,"0",50,"0",14,51778,"No",175499,"Yes","F","High School","Clerical",50,"Private",5470,1,"Sports Car","no",8270,"2","No",3,8,"Highly Rural/ Rural"
0,0,"0",44,"0",0,0,"No",0,"No","F","PhD","Home Maker",26,"Private",5900,7,"SUV","no",8822,"2","No",0,15,"Highly Urban/ Urban"
1,3033.40617583873,"0",36,"1",8,20494,"No",0,"Yes","M","High School","Student",22,"Commercial",5000,1,"Pickup","yes",1091,"1","No",5,7,"Highly Urban/ Urban"
0,0,"0",46,"0",11,51778,"No",195795,"Yes","M","Masters","Unknown",5,"Commercial",27170,4,"Panel Truck","no",5788,"3","No",6,8,"Highly Urban/ Urban"
0,0,"0",29,"4",10,53758,"No",139900,"Yes","F","Bachelors","Clerical",45,"Private",22540,5,"Sports Car","no",0,"0","No",0,9,"Highly Urban/ Urban"
0,0,"0",49,"0",7,67026,"No",239518,"No","F","Masters","Manager",72,"Private",7690,4,"SUV","no",4832,"2","No",0,19,"Highly Urban/ Urban"
0,0,"0",45,"0",12,73473,"No",251927,"Yes","F","Bachelors","Blue Collar",32,"Commercial",10710,8,"SUV","no",0,"0","No",0,9,"Highly Urban/ Urban"
0,0,"0",48,"0",8,146434,"No",381639,"No","M","Masters","Professional",27,"Private",44050,4,"Minivan","no",0,"0","No",0,21,"Highly Rural/ Rural"
0,0,"0",43,"2",14,92731,"Yes",274126,"No","F","Masters","Lawyer",18,"Private",18730,4,"SUV","no",1558,"3","No",0,12,"Highly Urban/ Urban"
1,4072.07928716906,"0",34,"1",0,0,"Yes",0,"No","M","High School","Student",32,"Commercial",11910,4,"Pickup","no",2361,"3","No",4,1,"Highly Urban/ Urban"
0,0,"0",40,"0",11,59822,"No",171876,"Yes","F","High School","Blue Collar",51,"Commercial",18110,1,"Minivan","no",7769,"3","No",4,1,"Highly Urban/ Urban"
0,0,"0",54,"0",9,3032,"No",96814,"Yes","F","PhD","Doctor",51,"Private",6900,6,"SUV","no",0,"0","No",1,16,"Highly Urban/ Urban"
0,0,"0",37,"1",0,0,"No",0,"Yes","F","High School","Student",29,"Private",5200,1,"SUV","no",0,"0","No",1,6,"Highly Urban/ Urban"
1,3695.19170903081,"0",48,"0",12,144922,"No",0,"No","M","Masters","Unknown",31,"Commercial",6300,1,"Pickup","no",0,"0","Yes",0,20,"Highly Urban/ Urban"
0,0,"1",41,"2",0,0,"No",0,"Yes","M","<High School","Student",18,"Private",1500,11,"Minivan","yes",0,"0","No",1,8,"Highly Rural/ Rural"
0,0,"0",33,"3",13,34200,"Yes",0,"No","M","High School","Manager",5,"Private",23460,11,"Minivan","no",4675,"3","No",1,1,"Highly Urban/ Urban"
0,0,"0",57,"0",18,136210,"No",407853,"Yes","F","Bachelors","Manager",38,"Private",3080,9,"SUV","no",8982,"2","No",2,11,"Highly Urban/ Urban"
0,0,"1",44,"3",16,119998,"No",331683,"Yes","M","PhD","Unknown",34,"Commercial",5900,10,"Pickup","yes",0,"0","No",2,11,"Highly Urban/ Urban"
1,4144.74701085699,"0",33,"2",11,21460,"Yes",0,"No","M","Bachelors","Student",10,"Commercial",27960,6,"Panel Truck","yes",2706,"3","No",7,1,"Highly Urban/ Urban"
0,0,"0",41,"0",12,135103,"No",321449,"Yes","M","PhD","Lawyer",47,"Private",15720,14,"Minivan","no",0,"0","No",0,19,"Highly Urban/ Urban"
0,0,"0",44,"3",12,69620,"No",239561,"Yes","M","Masters","Manager",37,"Private",12860,7,"Minivan","yes",0,"0","No",1,15,"Highly Urban/ Urban"
0,0,"0",48,"0",13,36835,"No",167142,"Yes","M","High School","Blue Collar",20,"Commercial",17360,6,"Minivan","no",32434,"2","No",2,10,"Highly Urban/ Urban"
0,0,"0",45,"2",8,32097,"No",158840,"Yes","F","PhD","Manager",19,"Private",9210,1,"SUV","no",0,"0","No",0,14,"Highly Urban/ Urban"
0,0,"0",41,"0",0,0,"No",0,"No","M","Bachelors","Student",28,"Commercial",24450,6,"Panel Truck","yes",4033,"1","No",1,8,"Highly Rural/ Rural"
1,3868.78092047508,"0",37,"0",7,61790,"No",0,"No","M","High School","Blue Collar",32,"Commercial",13700,4,"Minivan","no",7373,"3","Yes",2,7,"Highly Urban/ Urban"
0,0,"1",42,"1",14,52141,"No",152990,"Yes","F","High School","Blue Collar",38,"Commercial",10820,13,"SUV","no",0,"0","No",0,9,"Highly Rural/ Rural"
1,3968.10863438317,"0",58,"0",8,77297,"No",280067,"No","M","Bachelors","Blue Collar",5,"Commercial",7300,4,"Pickup","no",3075,"4","No",5,1,"Highly Urban/ Urban"
0,0,"0",40,"0",10,27073,"No",126366,"Yes","M","<High School","Blue Collar",38,"Commercial",24870,4,"Panel Truck","yes",0,"0","No",0,1,"Highly Rural/ Rural"
0,0,"0",51,"0",11,48333,"No",147634,"No","F","High School","Blue Collar",40,"Commercial",11430,4,"SUV","no",0,"0","No",1,1,"Highly Rural/ Rural"
0,0,"0",46,"0",13,14193,"No",0,"Yes","F","High School","Student",40,"Commercial",2920,1,"SUV","no",0,"0","No",4,8,"Highly Rural/ Rural"
0,0,"0",60,"0",15,63192,"No",254621,"Yes","M","PhD","Lawyer",12,"Private",13820,6,"Minivan","yes",7575,"2","No",0,16,"Highly Urban/ Urban"
0,0,"0",36,"0",12,103138,"No",290185,"No","M","PhD","Lawyer",35,"Private",17960,1,"Van","yes",0,"0","No",3,20,"Highly Urban/ Urban"
0,0,"0",53,"0",11,168419,"No",0,"No","M","PhD","Lawyer",17,"Private",15340,6,"Minivan","no",0,"0","No",0,15,"Highly Urban/ Urban"
0,0,"0",33,"1",10,34192,"Yes",0,"No","F","High School","Blue Collar",22,"Commercial",13670,1,"SUV","no",0,"0","No",0,7,"Highly Rural/ Rural"
0,0,"0",30,"3",12,31806,"No",140927,"Yes","F","High School","Home Maker",34,"Private",14720,1,"SUV","no",0,"0","No",3,8,"Highly Urban/ Urban"
1,4171.51592103347,"0",57,"0",9,26222,"No",165896,"Yes","M","<High School","Clerical",73,"Commercial",23720,11,"Panel Truck","yes",4006,"1","No",0,1,"Highly Urban/ Urban"
1,3414.38934175789,"0",56,"0",14,22881,"No",174663,"Yes","M","High School","Blue Collar",19,"Commercial",7100,1,"Pickup","yes",995,"3","No",3,1,"Highly Urban/ Urban"
0,0,"0",64,"0",11,185586,"No",0,"No","F","PhD","Manager",30,"Private",43090,1,"Pickup","no",3475,"1","No",1,10,"Highly Urban/ Urban"
0,0,"0",44,"1",16,89888,"Yes",302923,"No","M","Bachelors","Professional",13,"Commercial",24420,10,"Panel Truck","yes",0,"0","No",0,8,"Highly Urban/ Urban"
1,4204.26827023076,"0",30,"5",0,0,"No",0,"Yes","M","High School","Student",6,"Commercial",16810,1,"Van","no",1975,"3","No",8,1,"Highly Urban/ Urban"
0,0,"1",62,"1",15,60216,"No",227488,"Yes","F","High School","Blue Collar",49,"Commercial",20490,9,"SUV","no",0,"0","Yes",0,7,"Highly Rural/ Rural"
0,0,"0",45,"0",11,53556,"No",167505,"Yes","M","<High School","Blue Collar",63,"Commercial",19050,4,"Van","yes",0,"0","No",3,1,"Highly Urban/ Urban"
1,2684.71877920362,"0",44,"0",10,63426,"No",209773,"No","M","High School","Blue Collar",26,"Commercial",2330,13,"Minivan","yes",0,"0","Yes",0,1,"Highly Urban/ Urban"
1,3669.10343933333,"0",31,"1",14,86794,"Yes",0,"No","F","Bachelors","Blue Collar",55,"Commercial",19910,4,"SUV","no",4156,"1","Yes",2,8,"Highly Urban/ Urban"
0,0,"0",46,"0",10,121840,"No",326187,"No","F","Masters","Lawyer",31,"Private",29300,3,"Sports Car","no",0,"0","No",1,8,"Highly Urban/ Urban"
0,0,"0",65,"0",14,51778,"No",231739,"Yes","F","Masters","Lawyer",45,"Private",13350,6,"Sports Car","no",5906,"2","No",4,9,"Highly Urban/ Urban"
1,4117.66754030182,"0",46,"0",0,0,"No",0,"No","M","High School","Student",32,"Commercial",9200,3,"Pickup","no",11583,"3","No",3,1,"Highly Urban/ Urban"
0,0,"0",42,"1",7,75626,"Yes",246952,"No","M","Bachelors","Professional",35,"Private",13260,6,"Minivan","yes",5754,"5","No",0,8,"Highly Urban/ Urban"
0,0,"0",24,"1",7,51505,"No",201604,"Yes","F","Masters","Manager",5,"Private",8210,10,"SUV","no",8401,"1","No",0,16,"Highly Urban/ Urban"
0,0,"0",54,"0",11,40355,"No",188388,"Yes","M","Masters","Unknown",42,"Private",17460,1,"Van","yes",2629,"3","No",1,9,"Highly Urban/ Urban"
0,0,"0",45,"0",7,18503,"No",0,"No","M","<High School","Blue Collar",23,"Private",3350,6,"Minivan","yes",0,"0","No",0,1,"Highly Urban/ Urban"
0,0,"0",51,"0",15,108237,"No",305752,"Yes","F","Bachelors","Manager",27,"Private",25840,4,"Minivan","no",0,"0","No",2,11,"Highly Urban/ Urban"
0,0,"0",38,"0",0,0,"No",0,"Yes","F","<High School","Student",22,"Private",17680,10,"Minivan","no",0,"0","No",0,9,"Highly Urban/ Urban"
0,0,"0",49,"0",14,45321,"No",191423,"Yes","M","Masters","Manager",33,"Private",20120,1,"Minivan","no",5996,"3","No",4,13,"Highly Urban/ Urban"
0,0,"0",51,"0",13,63150,"No",190671,"Yes","F","Bachelors","Manager",57,"Private",9270,1,"SUV","no",6662,"1","No",5,12,"Highly Urban/ Urban"
0,0,"0",67,"0",13,94046,"No",0,"No","F","PhD","Doctor",5,"Private",17600,1,"Sports Car","no",0,"0","No",3,14,"Highly Urban/ Urban"
0,0,"0",61,"0",5,102203,"No",306677,"No","F","Bachelors","Manager",23,"Private",17820,10,"SUV","no",0,"0","No",0,10,"Highly Urban/ Urban"
0,0,"0",54,"0",6,43946,"No",0,"No","F","PhD","Doctor",54,"Private",16320,1,"Pickup","no",0,"0","Yes",2,14,"Highly Urban/ Urban"
0,0,"0",50,"0",8,82493,"No",244793,"No","F","PhD","Doctor",36,"Private",34440,1,"Pickup","no",0,"0","No",0,7,"Highly Urban/ Urban"
0,0,"0",47,"0",8,59135,"No",197231,"No","F","High School","Blue Collar",9,"Commercial",6200,7,"Sports Car","no",0,"0","No",0,10,"Highly Urban/ Urban"
0,0,"0",38,"2",10,35311,"No",179004,"Yes","M","High School","Blue Collar",35,"Commercial",19510,11,"Van","yes",956,"2","No",0,10,"Highly Urban/ Urban"
0,0,"0",41,"0",11,23250,"No",158854,"Yes","F","<High School","Blue Collar",23,"Private",14020,6,"Sports Car","no",0,"0","No",0,1,"Highly Rural/ Rural"
1,3468.15356116648,"0",47,"0",0,0,"No",0,"No","M","<High School","Student",25,"Private",6200,9,"Pickup","no",25973,"1","Yes",0,5,"Highly Urban/ Urban"
0,0,"0",48,"0",8,54834,"No",158840,"Yes","M","High School","Blue Collar",21,"Commercial",20970,4,"Van","no",639,"3","No",3,1,"Highly Urban/ Urban"
0,0,"0",47,"0",7,21517,"No",130812,"Yes","M","High School","Clerical",12,"Commercial",8350,10,"Pickup","no",7143,"2","No",7,1,"Highly Urban/ Urban"
1,3980.91709439966,"0",47,"0",13,45431,"No",192184,"Yes","M","<High School","Blue Collar",45,"Commercial",16780,4,"Van","no",3809,"2","No",5,1,"Highly Urban/ Urban"
0,0,"0",41,"0",14,173691,"No",428992,"Yes","F","PhD","Manager",18,"Commercial",33440,6,"Pickup","no",3189,"1","No",0,16,"Highly Urban/ Urban"
0,0,"0",42,"0",5,13373,"No",0,"Yes","F","Bachelors","Student",5,"Commercial",29730,10,"Pickup","no",0,"0","No",0,12,"Highly Urban/ Urban"
0,0,"0",44,"0",12,51778,"No",271926,"Yes","M","Bachelors","Blue Collar",33,"Commercial",20760,1,"Minivan","no",0,"0","Yes",0,10,"Highly Urban/ Urban"
0,0,"0",34,"3",11,159559,"No",387220,"Yes","M","Masters","Manager",54,"Private",42560,4,"Minivan","no",0,"0","No",0,21,"Highly Urban/ Urban"
0,0,"0",51,"0",0,0,"No",0,"No","F","High School","Home Maker",5,"Private",16760,6,"SUV","no",0,"0","No",1,4,"Highly Urban/ Urban"
1,3867.20782601299,"0",50,"0",11,0,"No",0,"No","F","<High School","Student",48,"Private",6500,1,"Sports Car","no",0,"0","No",6,4,"Highly Urban/ Urban"
0,0,"0",48,"0",12,106409,"No",158840,"Yes","F","Bachelors","Professional",25,"Private",18900,17,"SUV","no",0,"0","No",1,8,"Highly Urban/ Urban"
1,2964.23386498819,"0",38,"0",0,0,"No",0,"Yes","F","Bachelors","Student",29,"Commercial",5300,1,"Sports Car","no",8080,"1","Yes",5,11,"Highly Urban/ Urban"
0,0,"0",50,"0",11,54344,"No",0,"No","M","Bachelors","Manager",50,"Private",1500,1,"Minivan","yes",3850,"1","No",1,10,"Highly Urban/ Urban"
0,0,"0",38,"0",9,156060,"No",381438,"Yes","M","Bachelors","Blue Collar",29,"Commercial",25230,1,"Panel Truck","yes",8207,"1","No",7,9,"Highly Urban/ Urban"
1,3285.79764204812,"0",32,"1",9,89286,"Yes",0,"No","F","High School","Blue Collar",37,"Commercial",4700,6,"Sports Car","no",0,"0","Yes",1,9,"Highly Urban/ Urban"
0,0,"0",44,"2",11,242731,"No",158840,"Yes","F","PhD","Doctor",37,"Private",18490,7,"SUV","no",0,"0","No",2,17,"Highly Urban/ Urban"
0,0,"0",60,"3",17,6104,"No",0,"Yes","F","Bachelors","Student",31,"Commercial",8540,1,"SUV","no",0,"0","No",0,7,"Highly Rural/ Rural"
0,0,"1",43,"2",12,23996,"No",150242,"Yes","F","<High School","Home Maker",47,"Private",7100,6,"Sports Car","no",0,"0","No",0,7,"Highly Rural/ Rural"
0,0,"0",41,"0",14,51778,"No",320228,"Yes","M","Masters","Unknown",35,"Commercial",17160,13,"Van","yes",2269,"3","No",1,1,"Highly Urban/ Urban"
0,0,"0",50,"0",11,22254,"No",127571,"Yes","F","<High School","Blue Collar",56,"Private",17420,10,"SUV","no",0,"0","No",0,1,"Highly Urban/ Urban"
0,0,"0",46,"0",7,82149,"No",0,"No","M","Bachelors","Blue Collar",19,"Commercial",19980,7,"Van","yes",8054,"2","No",0,10,"Highly Urban/ Urban"
0,0,"0",50,"0",12,58643,"No",212459,"Yes","F","Bachelors","Professional",33,"Private",20680,15,"Sports Car","no",0,"0","No",2,8,"Highly Urban/ Urban"
0,0,"0",48,"0",6,51778,"No",306956,"Yes","F","Masters","Manager",39,"Private",27530,4,"Minivan","no",0,"0","No",0,20,"Highly Urban/ Urban"
1,3483.8302493344,"0",43,"0",6,86530,"No",0,"No","F","Bachelors","Blue Collar",54,"Commercial",15490,6,"Sports Car","no",2441,"2","No",0,13,"Highly Urban/ Urban"
0,0,"0",39,"0",10,70436,"No",0,"No","M","Masters","Professional",52,"Private",12480,1,"Minivan","no",0,"0","No",0,14,"Highly Urban/ Urban"
0,0,"0",37,"0",11,39777,"No",123004,"No","F","<High School","Blue Collar",5,"Private",13670,4,"SUV","no",0,"0","No",0,8,"Highly Rural/ Rural"
0,0,"0",40,"2",15,175263,"No",447360,"Yes","F","Bachelors","Professional",37,"Commercial",34390,1,"Van","no",0,"0","No",0,9,"Highly Urban/ Urban"
0,0,"0",49,"0",11,29016,"No",0,"No","F","<High School","Blue Collar",25,"Private",16390,10,"SUV","no",0,"0","No",0,1,"Highly Rural/ Rural"
0,0,"0",54,"0",0,0,"No",0,"No","F","High School","Student",38,"Commercial",7180,6,"Sports Car","no",19036,"2","Yes",4,5,"Highly Rural/ Rural"
0,0,"0",53,"0",13,35516,"No",0,"No","F","High School","Clerical",21,"Private",21770,7,"Minivan","no",1105,"2","No",6,1,"Highly Urban/ Urban"
0,0,"0",39,"0",11,0,"No",80529,"Yes","M","Bachelors","Home Maker",52,"Private",18420,6,"Minivan","yes",8698,"1","No",4,7,"Highly Urban/ Urban"
0,0,"0",35,"1",12,8701,"No",80364,"Yes","M","Masters","Professional",28,"Private",6050,10,"Pickup","yes",23176,"1","No",6,17,"Highly Urban/ Urban"
0,0,"0",54,"0",16,63195,"No",211882,"Yes","F","Bachelors","Blue Collar",29,"Commercial",11440,7,"SUV","no",0,"0","No",0,2,"Highly Urban/ Urban"
0,0,"0",49,"0",13,7784,"No",98722,"Yes","F","<High School","Clerical",50,"Private",13160,5,"Minivan","yes",1943,"3","No",0,7,"Highly Urban/ Urban"
0,0,"0",55,"0",12,8088,"No",0,"Yes","F","High School","Student",16,"Commercial",7810,4,"SUV","no",0,"0","Yes",2,1,"Highly Rural/ Rural"
0,0,"1",38,"2",14,8117,"No",99799,"Yes","M","<High School","Clerical",22,"Private",6110,13,"Minivan","yes",0,"0","No",2,7,"Highly Rural/ Rural"
1,3374.7371848981,"0",36,"2",12,24612,"No",158840,"Yes","F","Bachelors","Clerical",36,"Private",6580,1,"Sports Car","no",21939,"2","Yes",1,8,"Highly Urban/ Urban"
0,0,"2",45,"3",10,64015,"Yes",0,"No","M","High School","Blue Collar",36,"Commercial",12400,6,"Minivan","no",0,"0","No",0,1,"Highly Rural/ Rural"
0,0,"1",40,"2",9,214199,"Yes",539729,"No","F","PhD","Doctor",48,"Private",31980,1,"Minivan","no",30986,"2","Yes",0,17,"Highly Urban/ Urban"
0,0,"0",43,"0",10,97953,"No",0,"No","M","Bachelors","Blue Collar",43,"Commercial",13080,1,"Minivan","no",6748,"3","No",0,8,"Highly Urban/ Urban"
0,0,"0",35,"0",12,78021,"No",223694,"Yes","F","Bachelors","Manager",7,"Private",12800,10,"SUV","no",0,"0","No",0,1,"Highly Urban/ Urban"
0,0,"0",52,"0",15,58869,"No",173894,"Yes","M","Bachelors","Professional",8,"Private",7390,3,"Pickup","no",2799,"2","No",7,9,"Highly Urban/ Urban"
1,5036.4937062476,"0",39,"2",12,71486,"Yes",0,"No","M","Masters","Unknown",37,"Commercial",26380,8,"Panel Truck","yes",4718,"2","No",6,14,"Highly Urban/ Urban"
0,0,"0",46,"0",7,38786,"No",150824,"No","M","Bachelors","Blue Collar",9,"Commercial",10580,9,"Minivan","yes",0,"0","No",2,7,"Highly Rural/ Rural"
0,0,"0",40,"0",11,119244,"No",349833,"No","F","Bachelors","Blue Collar",23,"Commercial",29930,4,"Sports Car","no",0,"0","No",6,1,"Highly Rural/ Rural"
0,0,"0",39,"0",11,90635,"No",251424,"Yes","M","Bachelors","Blue Collar",18,"Commercial",5400,1,"Minivan","no",0,"0","No",1,9,"Highly Rural/ Rural"
0,0,"0",41,"2",16,35636,"No",150462,"Yes","F","High School","Clerical",42,"Private",15120,6,"Sports Car","no",5358,"1","No",7,1,"Highly Urban/ Urban"
0,0,"0",50,"0",14,78510,"No",232988,"Yes","F","<High School","Clerical",64,"Private",1500,6,"Sports Car","no",0,"0","No",0,3,"Highly Urban/ Urban"
0,0,"0",36,"3",12,17663,"Yes",134466,"No","F","High School","Home Maker",61,"Private",20020,4,"SUV","no",0,"0","No",0,6,"Highly Rural/ Rural"
0,0,"0",53,"0",7,34730,"No",169666,"Yes","F","High School","Professional",5,"Private",10270,15,"SUV","no",0,"0","No",1,8,"Highly Urban/ Urban"
0,0,"0",56,"0",9,67620,"No",245585,"Yes","F","Masters","Lawyer",24,"Private",20500,25,"SUV","no",0,"0","No",0,17,"Highly Urban/ Urban"
0,0,"0",46,"0",8,51822,"No",174401,"Yes","F","High School","Blue Collar",30,"Private",7870,1,"SUV","no",0,"0","No",0,1,"Highly Urban/ Urban"
1,5108.36586809138,"0",20,"0",10,38681,"No",0,"No","F","Bachelors","Professional",64,"Private",17010,9,"SUV","yes",30646,"1","Yes",10,10,"Highly Urban/ Urban"
0,0,"1",39,"1",0,0,"No",64780,"Yes","M","High School","Home Maker",19,"Private",22050,1,"Minivan","yes",2969,"1","No",2,1,"Highly Urban/ Urban"
1,3738.01834965319,"0",38,"0",10,51778,"No",0,"No","F","High School","Clerical",29,"Private",11310,1,"SUV","no",0,"0","Yes",1,1,"Highly Urban/ Urban"
0,0,"0",58,"0",15,3256,"No",122217,"Yes","F","<High School","Home Maker",60,"Private",18400,1,"Minivan","no",0,"0","No",1,1,"Highly Rural/ Rural"
0,0,"0",55,"0",12,63376,"No",225111,"Yes","F","Bachelors","Blue Collar",25,"Commercial",13340,7,"SUV","no",0,"0","No",2,14,"Highly Rural/ Rural"
0,0,"0",51,"0",7,70195,"No",269925,"Yes","M","Bachelors","Manager",71,"Private",18950,10,"Van","no",0,"0","No",2,8,"Highly Urban/ Urban"
0,0,"0",38,"0",9,34648,"No",0,"No","M","High School","Blue Collar",47,"Commercial",10760,1,"Pickup","no",0,"0","Yes",2,1,"Highly Rural/ Rural"
1,4786.71577767638,"0",29,"2",11,47621,"Yes",196036,"No","F","High School","Blue Collar",26,"Commercial",17130,9,"Minivan","no",5584,"3","No",6,1,"Highly Urban/ Urban"
0,0,"0",43,"2",9,159443,"No",423784,"Yes","M","Bachelors","Professional",20,"Private",21740,3,"Van","yes",4538,"1","No",3,5,"Highly Urban/ Urban"
0,0,"0",48,"0",0,0,"No",127576,"Yes","F","High School","Home Maker",30,"Private",6300,4,"SUV","no",0,"0","No",0,9,"Highly Urban/ Urban"
0,0,"0",44,"0",12,6591,"No",65192,"No","F","<High School","Home Maker",33,"Private",2160,9,"SUV","no",0,"0","No",2,1,"Highly Urban/ Urban"
1,4529.59401431147,"0",47,"0",12,101498,"No",0,"No","M","Masters","Professional",51,"Commercial",11770,10,"Pickup","yes",21063,"1","Yes",6,12,"Highly Urban/ Urban"
0,0,"0",50,"0",11,134152,"No",0,"No","M","PhD","Doctor",5,"Private",29550,10,"Minivan","yes",0,"0","No",1,11,"Highly Urban/ Urban"
0,0,"0",39,"0",12,44738,"No",217422,"Yes","F","Bachelors","Clerical",26,"Private",29640,6,"Minivan","no",0,"0","No",3,10,"Highly Rural/ Rural"
0,0,"0",49,"0",6,173894,"No",423673,"Yes","F","PhD","Doctor",8,"Private",23790,6,"Minivan","no",0,"0","No",3,15,"Highly Urban/ Urban"
1,4969.0424498555,"0",19,"0",6,5336,"No",0,"No","F","High School","Clerical",26,"Private",11650,6,"Sports Car","yes",1845,"2","No",7,1,"Highly Urban/ Urban"
0,0,"0",45,"1",8,47389,"Yes",204888,"No","F","Bachelors","Home Maker",23,"Private",26730,20,"Pickup","no",0,"0","No",2,9,"Highly Urban/ Urban"
0,0,"0",38,"2",10,23536,"No",98782,"Yes","F","High School","Home Maker",84,"Private",10430,10,"SUV","no",0,"0","No",0,1,"Highly Rural/ Rural"
0,0,"0",56,"0",12,25891,"No",127035,"Yes","F","Bachelors","Home Maker",42,"Private",19280,6,"SUV","no",35012,"3","Yes",0,1,"Highly Urban/ Urban"
0,0,"0",59,"0",9,28818,"No",153289,"Yes","F","Bachelors","Home Maker",6,"Private",29230,6,"Pickup","no",0,"0","No",1,1,"Highly Rural/ Rural"
0,0,"0",31,"0",11,86264,"No",0,"No","M","Masters","Professional",32,"Private",14930,1,"Minivan","no",0,"0","No",0,18,"Highly Rural/ Rural"
0,0,"0",51,"0",11,93785,"No",287311,"Yes","F","Masters","Lawyer",31,"Private",6600,1,"SUV","no",1230,"3","No",1,12,"Highly Urban/ Urban"
0,0,"0",40,"2",14,140171,"No",352820,"Yes","M","High School","Manager",16,"Private",5600,4,"Pickup","yes",5735,"1","No",8,6,"Highly Urban/ Urban"
1,4740.05008060726,"0",49,"0",11,39220,"No",201872,"No","F","<High School","Blue Collar",34,"Commercial",16430,10,"SUV","no",5161,"1","No",11,7,"Highly Urban/ Urban"
0,0,"0",50,"0",12,45215,"No",0,"No","F","High School","Blue Collar",33,"Commercial",26460,6,"Minivan","no",0,"0","No",4,13,"Highly Urban/ Urban"
